group,group_rationale,variable_key,label,skip_condition,explanation,scripts
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FoeTach,Fetal tachycardia?,$FoeHrtDoc = 'Y' and $FoeHrtRec = 'N',"Shown when foetal heart documented is Yes, and foetal heart recorded is No",Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,GastOns,Gastro problems started,$Vomiting != 'Norm',Shown when vomiting present is not NONE,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Jaundice,Jaundice Kramer staging / Jaundice staging,$YColour = 'Y',Shown when yellow colour (jaundice) is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,MAG1R,Initial magnesium (mmol/l),$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Magnesium2R,Final magnesium (mmol/l),$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,NeorOns,Neoro problems started,$SRNeuroOther != 'Norm',Shown when other neurological findings is not NONE,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,NeurOns,Neuro problems started,$SRNeuroOther != 'Norm',Shown when other neurological findings is not NONE,Generic PHC Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,PHOS1R,Initial phosphate (mmol/l),$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,PROG,Describe progress during admission (if not covered above),$GoodProg = 'OTH',Shown when good prognosis is Additional Information not covered above,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Palate,Palate,$Dysmorphic = true,Shown when dysmorphic features present: Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Phosphate2R,Final phosphate (mmol/l),$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,PhxD,Number of days of phototherapy received,$J = 'Y',Shown when jaundice present is On phototherapy,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,PhxstopD,Date phototherapy stopped,$J = 'Y',Shown when jaundice present is On phototherapy,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Postsurgday,Day post surgery,$SurgAdm = 'Y',Shown when surgical condition is Yes,Sally Mugabe CH Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,PremDia,Prematurity Related Diagnosis,$Gestation < 37,Shown when gestational age is less than 37,Parirenyatwa Group of Hospitals Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,ROP,Has the baby been screened for retinopathy of prematurity?,$Gestation < 32,Shown when gestational age is less than 32,Sally Mugabe CH Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,RespOns,Breathing problems started,$RespSR != 'Norm',Shown when respiratory symptoms on review is not NONE,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,SPho,Date phototherapy started,$J = 'Y',Shown when jaundice present is On phototherapy,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,SurgDate,Date of surgery,$SurgAdm = 'Y',Shown when surgical condition is Yes,Sally Mugabe CH Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,TalipesSev,TalipesSev,$MSKproblems = 'MSKD',Shown when musculoskeletal problems is Musculoskeletal deformities e.g talipes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,WOB,How severe is the work of breathing? / Work of breathing / Work of breathing ,$SignsRD = 'NFL' or $SignsRD = 'CHI' or $SignsRD = 'HN' or $SignsRD = 'GR' or $SignsRD = 'TT',Shown when signs of respiratory distress is Nasal Flaring or signs of respiratory distress is Chest in-drawings or signs of respiratory distress is Head Nodding or signs of respiratory distress is Grunting or signs of respiratory distress is Tracheal Tug,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",CLINREVDAT,Date of review clinic,$REVCLIN = 'Y',Shown when clinical review done is Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",CLINREVDAT3D,Date of 3 days review,$REVCLIN3D = 'Y',Shown when 3-day review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",CLINREVDAT6W,Date of 6 weeks review,$REVCLIN6W = 'Y',Shown when 6-week review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",CLINREVDAT7D,Date of 7 days review,"$REVCLIN7D = ""Y""",Shown when 7-day review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",CLINREVDATKANG,Date of Kangaroo review Clinic,$REVCLINTYPKANG = 'Y',Shown when KMC review type is Yes,Chinhoyi Provincial Hospital Discharge
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",REVCLINOTH,If other clinic then where?,$REVCLINTYP = 'OTH',Shown when review type is Other clinic,Parirenyatwa Group of Hospitals Discharge
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",REVCLINTYP,If yes which clinic?,$REVCLIN = 'Y',Shown when clinical review done is Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",REVCLINTYP3D,If yes which clinic?,$REVCLIN3D = 'Y',Shown when 3-day review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",REVCLINTYP6W,If yes which clinic?,$REVCLIN6W = 'Y',Shown when 6-week review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",REVCLINTYP7D,If yes which clinic?,$REVCLIN7D = 'Y',Shown when 7-day review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",ReviewCadre,Cadre of Reviewer,$Review = 'Y',Shown when review done is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",ReviewID,Reviewer ID,$Review = 'Y',Shown when review done is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",SPECREVD,Add details of specialty review / Add details of specialty review (add all),$SPECREV = 'Y',Shown when specialist review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",SPECREVTYP,Specialty Review type / Which Speciality?,$SPECREV = 'Y',Shown when specialist review done is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Follow-up review,"3-day, 7-day, 6-week, and KMC review details only shown if the relevant review was completed.",SPECREVTYPOth,"If other, what?",$SPECREVTYP = 'Oth',Shown when specialist review type is Other,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
COVID-19 risk screening,Pandemic-era fields gated by a COVID risk screening question. Absent in most records.,CovidConfirmation,Covid19 Diagnosis Confirmation,$DiscCovidRisk = true,Shown when COVID-19 risk: Yes,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
COVID-19 risk screening,Pandemic-era fields gated by a COVID risk screening question. Absent in most records.,CovidRepResults,Covid19 Diagnosis Confirmation,$DiscCovidRisk = true,Shown when COVID-19 risk: Yes,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Site configuration / identifier fields,HCW electronic signature fields and some demographic fields that are site-specific.,DataEntryNameOther,Enter the Name of Person entering the data,$DataEntryName = 'O',Shown when data entry staff name is Other,DHIS2 Mat Outcomes (Retro Data) - Malawi
Site configuration / identifier fields,HCW electronic signature fields and some demographic fields that are site-specific.,Ethnicity2,"Ethnicity2 / If other, what? / Other Ethnicity",$Ethnicity = 'O',Shown when ethnicity is Other,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Site configuration / identifier fields,HCW electronic signature fields and some demographic fields that are site-specific.,HCWID,Health Care Worker/ Student ID,$HCWSig = 'OTH',Shown when HCW signature (admission) is Other/ Student,"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, Neotree Admission"
Site configuration / identifier fields,HCW electronic signature fields and some demographic fields that are site-specific.,HCWIDDis,Health Care Worker ID / Name,$HCWSigDis = 'OTH',Shown when HCW signature (discharge) is Other,NeoDischarge
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,Apgar10,Apgar Score at 10 min / Apgar Score at 10 mins / Apgar Score at 10 mins (only do if 5min apgar <7) / Apgar at 10 minutes,$Apgar5 < 7,Shown when Apgar score at 5 minutes is less than 7,"Bindura Hospital Admission, Bindura Hospital Discharge, Chinhoyi Provincial Hospital Admission, Chinhoyi Provincial Hospital Discharge, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,BFD,Can the baby suck well enough to breastfeed only?,$COIF = 'N',Shown when Are there any reasons why the baby should not be given feeds? (See possible reasons above) is It is safe for the baby to receive feeds by cup...,Neotree Admission
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,CauseDeathOther,If other what...,$CauseDeath = 'OTH',Shown when Cause of Death is Other,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,DateTimeDeath,Date and Time of Death,$DateTimeDeath > DateLastAttendedBaby,Shown when Death Date and Time is greater than DateLastAttendedBaby,Bindura Hospital Discharge
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,DiscDiagSurgicalCond,Discharge Diagnosis - Surgical Conditions,$DIAGDIS1 = 'OSC',Shown when discharge diagnosis is Other Surgical Conditions,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,FurtherTriage,Further Triage,$BabyCryTriage = false,Shown when baby crying at triage: No,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,HCWSig,Electronic Signature,$PHC = 'Bua' | $PHC = 'CHL' | $PHC = 'CHV' | $PHC = 'KAL' | $PHC = 'KBM' | $PHC = 'KPL' | $PHC = 'KWB' | $PHC = 'MPP' | $PHC = 'SAN' | $PHC = 'SLB',"Shown when Name of Health Care Facility is Bua Health Centre
Shown when Name of Health Care Facility is Chulu Health Centre
Shown when Name of Health Care Facility is Chamwabvi Health Centre
Shown when Name of Health Care Facility is Kaluluma Health Centre
Shown when Name of Health Care Facility is Kamboni Health Centre
Shown when Name of Health Care Facility is Kapelula Health Centre
Shown when Name of Health Care Facility is Kawamba Health Centre
Shown when Name of Health Care Facility is Mpepa Health Centre
Shown when Name of Health Care Facility is Santhe Health Centre
Shown when Name of Health Care Facility is Simlemba Health Centre",Generic PHC Admission
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,ReasonForReferralOther,Specify the other reason for patient to be referred,$ReasonForReferral = 'O',Shown when Reason for patient to be referred is Other,DHIS2 Mat Outcomes (Retro Data) - Malawi
Other / miscellaneous,Fields with field-level conditions not fitting the groups above. Review the condition string for clinical interpretation.,TTVdoses,Number of Tetanus Vaccine (TTV) received,$TTV = 'Y',Shown when TTV is Yes,"Generic PHC Admission, Kasungu District Hospital Neotree Admission"
